Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Unnamed: 10,Target,mass_frac
Aluminum sulfide,,Al2S3,1302-81-4,150.158,yel-gray powder,1100,,2.02,,,Al,0.359375121247
Aluminum sulfide,,Al2S3,1302-81-4,150.158,yel-gray powder,1100,,2.02,,,S,0.640624878753
Aluminum telluride,,Al2Te3,12043-29-7,436.76,gray-blk hex cry,≈895,,4.5,,,Al,0.123552287309
Aluminum telluride,,Al2Te3,12043-29-7,436.76,gray-blk hex cry,≈895,,4.5,,,Te,0.876447712691
Aluminum thiocyanate,,Al(SCN)3,538-17-0,201.229,yel powder,,,,,,Al,0.134083922544
Aluminum thiocyanate,,Al(SCN)3,538-17-0,201.229,yel powder,,,,,,C,0.179060407826
Aluminum thiocyanate,,Al(SCN)3,538-17-0,201.229,yel powder,,,,,,N,0.208817588841
Aluminum thiocyanate,,Al(SCN)3,538-17-0,201.229,yel powder,,,,,,S,0.478038080789
Aluminum titanate,Tialite,Al2TiO5,12004-39-6,181.827,refrac solid,1860,,,,,Al,0.29678240464
Aluminum titanate,Tialite,Al2TiO5,12004-39-6,181.827,refrac solid,1860,,,,,O,0.439961975036
Aluminum titanate,Tialite,Al2TiO5,12004-39-6,181.827,refrac solid,1860,,,,,Ti,0.263255620324
Aluminum zirconium,,Al2Zr,12004-50-1,145.187,metallic solid,1645,,,,,Al,0.371679616676
Aluminum zirconium,,Al2Zr,12004-50-1,145.187,metallic solid,1645,,,,,Zr,0.628320383324
Americium,,Am,7440-35-9,243.0,silv metal; hex or cub,1176,2011,12,,,Am,1.0
Americium(III) bromide,Americium tribromide,AmBr3,14933-38-1,483.0,wh orth cry,,,6.85,,,Am,0.50346891523
Americium(III) bromide,Americium tribromide,AmBr3,14933-38-1,483.0,wh orth cry,,,6.85,,,Br,0.49653108477
Americium(III) chloride,Americium trichloride,AmCl3,13464-46-5,349.0,pink hex cry,500,,5.87,,,Am,0.695613078115
Americium(III) chloride,Americium trichloride,AmCl3,13464-46-5,349.0,pink hex cry,500,,5.87,,,Cl,0.304386921885
Americium(III) fluoride,Americium trifluoride,AmF3,13708-80-0,300.0,pink hex cry,1393,,9.53,,,Am,0.81005181097
Americium(III) fluoride,Americium trifluoride,AmF3,13708-80-0,300.0,pink hex cry,1393,,9.53,,,F,0.18994818903
Americium(IV) fluoride,Americium tetrafluoride,AmF4,15947-41-8,319.0,tan monocl cry,,,7.23,,,Am,0.761816584127
Americium(IV) fluoride,Americium tetrafluoride,AmF4,15947-41-8,319.0,tan monocl cry,,,7.23,,,F,0.238183415873
Americium(III) iodide,Americium triiodide,AmI3,13813-47-3,624.0,yel ortho cry,≈950,,6.9,,,Am,0.389662096166
Americium(III) iodide,Americium triiodide,AmI3,13813-47-3,624.0,yel ortho cry,≈950,,6.9,,,I,0.610337903834
Americium(III) oxide,,Am2O3,12254-64-7,534.0,tan hex cry,,,11.77,,,Am,0.910136092758
Americium(III) oxide,,Am2O3,12254-64-7,534.0,tan hex cry,,,11.77,,,O,0.089863907242
Americium(IV) oxide,,AmO2,12005-67-3,275.0,blk cub cry,>1000 dec,,11.68,,,Am,0.8836661938
Americium(IV) oxide,,AmO2,12005-67-3,275.0,blk cub cry,>1000 dec,,11.68,,,O,0.1163338062
Ammonia,,NH3,7664-41-7,17.031,col gas,-77.73,-33.33,0.696 g/L,,,H,0.177553004841
Ammonia,,NH3,7664-41-7,17.031,col gas,-77.73,-33.33,0.696 g/L,,,N,0.822446995159
Ammonium acetate,,NH4C2H3O2,631-61-8,77.083,wh hyg cry,114,,1.073,1484.0,,C,0.311632422828
Ammonium acetate,,NH4C2H3O2,631-61-8,77.083,wh hyg cry,114,,1.073,1484.0,,H,0.0915328619422
Ammonium acetate,,NH4C2H3O2,631-61-8,77.083,wh hyg cry,114,,1.073,1484.0,,N,0.181710552125
Ammonium acetate,,NH4C2H3O2,631-61-8,77.083,wh hyg cry,114,,1.073,1484.0,,O,0.415124163104
Ammonium azide,,NH4N3,12164-94-2,60.059,orth cry; flam,160,exp,1.346,20.23,,H,0.0671304806509
Ammonium azide,,NH4N3,12164-94-2,60.059,orth cry; flam,160,exp,1.346,20.23,,N,0.932869519349
Ammonium benzoate,,NH4C7H5O2,1863-63-4,139.152,wh cry or powder,198,,1.26,,,C,0.60419530145
Ammonium benzoate,,NH4C7H5O2,1863-63-4,139.152,wh cry or powder,198,,1.26,,,H,0.0651910797312
Ammonium benzoate,,NH4C7H5O2,1863-63-4,139.152,wh cry or powder,198,,1.26,,,N,0.1006576556
Ammonium benzoate,,NH4C7H5O2,1863-63-4,139.152,wh cry or powder,198,,1.26,,,O,0.229955963219
Ammonium bromate,,NH4BrO3,13843-59-9,145.941,col hex cry,exp,,,,,Br,0.547510200379
Ammonium bromate,,NH4BrO3,13843-59-9,145.941,col hex cry,exp,,,,,H,0.0276260227958
Ammonium bromate,,NH4BrO3,13843-59-9,145.941,col hex cry,exp,,,,,N,0.0959753094169
Ammonium bromate,,NH4BrO3,13843-59-9,145.941,col hex cry,exp,,,,,O,0.328888467409
Ammonium bromide,,NH4Br,12124-97-9,97.943,wh hyg tetr cry,542 dec,396 sp,2.429,78.325,,Br,0.815825945152
Ammonium bromide,,NH4Br,12124-97-9,97.943,wh hyg tetr cry,542 dec,396 sp,2.429,78.325,,H,0.041164577651
Ammonium bromide,,NH4Br,12124-97-9,97.943,wh hyg tetr cry,542 dec,396 sp,2.429,78.325,,N,0.143009477197
Ammonium caprylate,Ammonium octanoate,NH4C8H15O2,5972-76-9,161.243,hyg monocl cry,≈75,,,,,C,0.595909402242
Ammonium caprylate,Ammonium octanoate,NH4C8H15O2,5972-76-9,161.243,hyg monocl cry,≈75,,,,,H,0.11877094523
Ammonium caprylate,Ammonium octanoate,NH4C8H15O2,5972-76-9,161.243,hyg monocl cry,≈75,,,,,N,0.0868675870722
Ammonium caprylate,Ammonium octanoate,NH4C8H15O2,5972-76-9,161.243,hyg monocl cry,≈75,,,,,O,0.198452065455
Ammonium carbamate,,NH2COONH4,1111-78-0,78.071,cry powder,,,,,,C,0.153844202948
Ammonium carbamate,,NH2COONH4,1111-78-0,78.071,cry powder,,,,,,H,0.0774637910792
Ammonium carbamate,,NH2COONH4,1111-78-0,78.071,cry powder,,,,,,N,0.358821650267
Ammonium carbamate,,NH2COONH4,1111-78-0,78.071,cry powder,,,,,,O,0.409870355707
Ammonium carbonate,,(NH4)2CO3,506-87-6,96.086,col cry powder,58 dec,,,10015.0,,C,0.124999713798
Ammonium carbonate,,(NH4)2CO3,506-87-6,96.086,col cry powder,58 dec,,,10015.0,,H,0.0839199790354
Ammonium carbonate,,(NH4)2CO3,506-87-6,96.086,col cry powder,58 dec,,,10015.0,,N,0.291545620363
Ammonium carbonate,,(NH4)2CO3,506-87-6,96.086,col cry powder,58 dec,,,10015.0,,O,0.499534686804
Ammonium chlorate,,NH4ClO3,10192-29-7,101.49,wh cry,102 exp,,1.8,28.7,,Cl,0.349326226928
Ammonium chlorate,,NH4ClO3,10192-29-7,101.49,wh cry,102 exp,,1.8,28.7,,H,0.0397258203447
Ammonium chlorate,,NH4ClO3,10192-29-7,101.49,wh cry,102 exp,,1.8,28.7,,N,0.138011103791
Ammonium chlorate,,NH4ClO3,10192-29-7,101.49,wh cry,102 exp,,1.8,28.7,,O,0.472936848936
Ammonium chloride,Sal ammoniac,NH4Cl,12125-02-9,53.492,col cub cry,520.1 tp (dec),338 sp,1.519,39.525,,Cl,0.66277869402
Ammonium chloride,Sal ammoniac,NH4Cl,12125-02-9,53.492,col cub cry,520.1 tp (dec),338 sp,1.519,39.525,,H,0.0753720313486
Ammonium chloride,Sal ammoniac,NH4Cl,12125-02-9,53.492,col cub cry,520.1 tp (dec),338 sp,1.519,39.525,,N,0.261849274632
Ammonium chromate,,(NH4)2CrO4,7788-98-9,152.071,yel cry,185 dec,,1.9,3725.0,,Cr,0.341920747084
Ammonium chromate,,(NH4)2CrO4,7788-98-9,152.071,yel cry,185 dec,,1.9,3725.0,,H,0.0530248380654
Ammonium chromate,,(NH4)2CrO4,7788-98-9,152.071,yel cry,185 dec,,1.9,3725.0,,N,0.184213097836
Ammonium chromate,,(NH4)2CrO4,7788-98-9,152.071,yel cry,185 dec,,1.9,3725.0,,O,0.420841317014
Ammonium chromic sulfate dodecahydrate,Chrome alum ammonium,NH4Cr(SO4)2+12H2O,10022-47-6,478.343,blue-viol cry,94 dec,,1.72,,,Cr,0.108700424081
Ammonium chromic sulfate dodecahydrate,Chrome alum ammonium,NH4Cr(SO4)2+12H2O,10022-47-6,478.343,blue-viol cry,94 dec,,1.72,,,H,0.0590001587145
Ammonium chromic sulfate dodecahydrate,Chrome alum ammonium,NH4Cr(SO4)2+12H2O,10022-47-6,478.343,blue-viol cry,94 dec,,1.72,,,N,0.02928170055
Ammonium chromic sulfate dodecahydrate,Chrome alum ammonium,NH4Cr(SO4)2+12H2O,10022-47-6,478.343,blue-viol cry,94 dec,,1.72,,,O,0.668950773244
Ammonium chromic sulfate dodecahydrate,Chrome alum ammonium,NH4Cr(SO4)2+12H2O,10022-47-6,478.343,blue-viol cry,94 dec,,1.72,,,S,0.134066943411
Ammonium cobalt(II) phosphate,Cobaltic ammonium phosphate,CoNH4PO4,14590-13-7,171.943,red-viol powder (hyd),,,,,,Co,0.342748406002
Ammonium cobalt(II) phosphate,Cobaltic ammonium phosphate,CoNH4PO4,14590-13-7,171.943,red-viol powder (hyd),,,,,,H,0.0234482334342
Ammonium cobalt(II) phosphate,Cobaltic ammonium phosphate,CoNH4PO4,14590-13-7,171.943,red-viol powder (hyd),,,,,,N,0.0814612901668
Ammonium cobalt(II) phosphate,Cobaltic ammonium phosphate,CoNH4PO4,14590-13-7,171.943,red-viol powder (hyd),,,,,,O,0.372202379117
Ammonium cobalt(II) phosphate,Cobaltic ammonium phosphate,CoNH4PO4,14590-13-7,171.943,red-viol powder (hyd),,,,,,P,0.180139691279
Ammonium cobalt(II) phosphate monohydrate,Cobaltic ammonium phosphate monohydrate,CoNH4PO4+H2O,16827-96-6,189.959,red-purp orth plates,dec 450,,,,,Co,0.310242805556
Ammonium cobalt(II) phosphate monohydrate,Cobaltic ammonium phosphate monohydrate,CoNH4PO4+H2O,16827-96-6,189.959,red-purp orth plates,dec 450,,,,,H,0.0318366720249
Ammonium cobalt(II) phosphate monohydrate,Cobaltic ammonium phosphate monohydrate,CoNH4PO4+H2O,16827-96-6,189.959,red-purp orth plates,dec 450,,,,,N,0.073735657885
Ammonium cobalt(II) phosphate monohydrate,Cobaltic ammonium phosphate monohydrate,CoNH4PO4+H2O,16827-96-6,189.959,red-purp orth plates,dec 450,,,,,O,0.421129275548
Ammonium cobalt(II) phosphate monohydrate,Cobaltic ammonium phosphate monohydrate,CoNH4PO4+H2O,16827-96-6,189.959,red-purp orth plates,dec 450,,,,,P,0.163055588985
Ammonium cobalt(II) sulfate hexahydrate,Cobaltic ammonium sulfate hexahydrate,(NH4)2Co(SO4)2+6H2O,13586-38-4,395.227,red monocl prisms,,,1.9,,,Co,0.149112271544
Ammonium cobalt(II) sulfate hexahydrate,Cobaltic ammonium sulfate hexahydrate,(NH4)2Co(SO4)2+6H2O,13586-38-4,395.227,red monocl prisms,,,1.9,,,H,0.051005625261
Ammonium cobalt(II) sulfate hexahydrate,Cobaltic ammonium sulfate hexahydrate,(NH4)2Co(SO4)2+6H2O,13586-38-4,395.227,red monocl prisms,,,1.9,,,N,0.0708792677484
Ammonium cobalt(II) sulfate hexahydrate,Cobaltic ammonium sulfate hexahydrate,(NH4)2Co(SO4)2+6H2O,13586-38-4,395.227,red monocl prisms,,,1.9,,,O,0.566741651845
Ammonium cobalt(II) sulfate hexahydrate,Cobaltic ammonium sulfate hexahydrate,(NH4)2Co(SO4)2+6H2O,13586-38-4,395.227,red monocl prisms,,,1.9,,,S,0.162261183602
Ammonium copper(II) chloride,Cupric ammonium chloride,CuCl2+2NH4Cl,10060-13-6*,241.435,yel hyg orth cry,,,,,,Cl,0.58737153681
Ammonium copper(II) chloride,Cupric ammonium chloride,CuCl2+2NH4Cl,10060-13-6*,241.435,yel hyg orth cry,,,,,,Cu,0.263201362918
Ammonium copper(II) chloride,Cupric ammonium chloride,CuCl2+2NH4Cl,10060-13-6*,241.435,yel hyg orth cry,,,,,,H,0.0333983170289
Ammonium copper(II) chloride,Cupric ammonium chloride,CuCl2+2NH4Cl,10060-13-6*,241.435,yel hyg orth cry,,,,,,N,0.116028783243
Ammonium copper(II) chloride dihydrate,Cupric ammonium chloride dihydrate,CuCl2+2NH4Cl+2H2O,10060-13-6,277.465,blue-grn tetr cry,110 dec,,1.993,,,Cl,0.51109781296
Ammonium copper(II) chloride dihydrate,Cupric ammonium chloride dihydrate,CuCl2+2NH4Cl+2H2O,10060-13-6,277.465,blue-grn tetr cry,110 dec,,1.993,,,Cu,0.229023084241
Ammonium copper(II) chloride dihydrate,Cupric ammonium chloride dihydrate,CuCl2+2NH4Cl+2H2O,10060-13-6,277.465,blue-grn tetr cry,110 dec,,1.993,,,H,0.0435920172845
Ammonium copper(II) chloride dihydrate,Cupric ammonium chloride dihydrate,CuCl2+2NH4Cl+2H2O,10060-13-6,277.465,blue-grn tetr cry,110 dec,,1.993,,,N,0.100961748467
Ammonium copper(II) chloride dihydrate,Cupric ammonium chloride dihydrate,CuCl2+2NH4Cl+2H2O,10060-13-6,277.465,blue-grn tetr cry,110 dec,,1.993,,,O,0.115325337047
Ammonium cyanide,,NH4CN,12211-52-8,44.056,col tetr cry,dec,,1.1,,,C,0.272624345547
Ammonium cyanide,,NH4CN,12211-52-8,44.056,col tetr cry,dec,,1.1,,,H,0.0915147269852
Ammonium cyanide,,NH4CN,12211-52-8,44.056,col tetr cry,dec,,1.1,,,N,0.635860927468
Ammonium dichromate,Ammonium bichromate,(NH4)2Cr2O7,7789-09-05 00:00:00,252.065,oran-red monocl cry; hyg,180 dec,,2.155,35.62,,Cr,0.4125611767
Ammonium dichromate,Ammonium bichromate,(NH4)2Cr2O7,7789-09-05 00:00:00,252.065,oran-red monocl cry; hyg,180 dec,,2.155,35.62,,H,0.0319898540424
Ammonium dichromate,Ammonium bichromate,(NH4)2Cr2O7,7789-09-05 00:00:00,252.065,oran-red monocl cry; hyg,180 dec,,2.155,35.62,,N,0.111135655053
Ammonium dichromate,Ammonium bichromate,(NH4)2Cr2O7,7789-09-05 00:00:00,252.065,oran-red monocl cry; hyg,180 dec,,2.155,35.62,,O,0.444313314205
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,C,0.236357563987
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,H,0.0694230853036
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,N,0.0689091703958
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,O,0.157425429377
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,P,0.152382520041
"Ammonium O,O-diethyldithiophosphate",,(C2H5O)2P(S)SNH4,1068-22-0,203.264,cry,165,,,,,S,0.315502230895
Ammonium dihydrogen arsenate,,NH4H2AsO4,13462-93-6,158.975,tetr cry,300 dec,,2.311,52.725,,As,0.471283460128
Ammonium dihydrogen arsenate,,NH4H2AsO4,13462-93-6,158.975,tetr cry,300 dec,,2.311,52.725,,H,0.0380418024283
Ammonium dihydrogen arsenate,,NH4H2AsO4,13462-93-6,158.975,tetr cry,300 dec,,2.311,52.725,,N,0.0881071151841
Ammonium dihydrogen arsenate,,NH4H2AsO4,13462-93-6,158.975,tetr cry,300 dec,,2.311,52.725,,O,0.40256762226
Ammonium dihydrogen phosphate,ADP,NH4H2PO4,7722-76-1,115.026,wh tetr cry,190,,1.8,40.425,,H,0.052576423311
Ammonium dihydrogen phosphate,ADP,NH4H2PO4,7722-76-1,115.026,wh tetr cry,190,,1.8,40.425,,N,0.121770176199
Ammonium dihydrogen phosphate,ADP,NH4H2PO4,7722-76-1,115.026,wh tetr cry,190,,1.8,40.425,,O,0.556376521832
Ammonium dihydrogen phosphate,ADP,NH4H2PO4,7722-76-1,115.026,wh tetr cry,190,,1.8,40.425,,P,0.269276878658
Ammonium dimolybdate,,(NH4)2Mo2O7,27546-07-2,339.95,cry,,,,,,H,0.0237195337046
Ammonium dimolybdate,,(NH4)2Mo2O7,27546-07-2,339.95,cry,,,,,,Mo,0.564431430347
Ammonium dimolybdate,,(NH4)2Mo2O7,27546-07-2,339.95,cry,,,,,,N,0.0824038119183
Ammonium dimolybdate,,(NH4)2Mo2O7,27546-07-2,339.95,cry,,,,,,O,0.32944522403
Ammonium dithiocarbamate,Ammonium sulfocarbamate,NH4NH2CSS,513-74-6,110.202,yel ortho cry,99 dec,,1.45,,,C,0.108988297281
Ammonium dithiocarbamate,Ammonium sulfocarbamate,NH4NH2CSS,513-74-6,110.202,yel ortho cry,99 dec,,1.45,,,H,0.0548778993871
Ammonium dithiocarbamate,Ammonium sulfocarbamate,NH4NH2CSS,513-74-6,110.202,yel ortho cry,99 dec,,1.45,,,N,0.254201067969
Ammonium dithiocarbamate,Ammonium sulfocarbamate,NH4NH2CSS,513-74-6,110.202,yel ortho cry,99 dec,,1.45,,,S,0.581932735363
Ammonium ferricyanide trihydrate,Ammonium hexacyanoferrate(III) trihydrate,(NH4)3Fe(CN)6+3H2O,14221-48-8*,320.11,red cry,,,,,,C,0.225122802861
Ammonium ferricyanide trihydrate,Ammonium hexacyanoferrate(III) trihydrate,(NH4)3Fe(CN)6+3H2O,14221-48-8*,320.11,red cry,,,,,,Fe,0.174455317977
Ammonium ferricyanide trihydrate,Ammonium hexacyanoferrate(III) trihydrate,(NH4)3Fe(CN)6+3H2O,14221-48-8*,320.11,red cry,,,,,,H,0.0566770324583
Ammonium ferricyanide trihydrate,Ammonium hexacyanoferrate(III) trihydrate,(NH4)3Fe(CN)6+3H2O,14221-48-8*,320.11,red cry,,,,,,N,0.393802304966
Ammonium ferricyanide trihydrate,Ammonium hexacyanoferrate(III) trihydrate,(NH4)3Fe(CN)6+3H2O,14221-48-8*,320.11,red cry,,,,,,O,0.149942541738
Ammonium ferrocyanide trihydrate,Ammonium hexacyanoferrate(II) trihydrate,(NH4)4Fe(CN)6+3H2O,14481-29-9*,338.149,yel cry,dec,,,,,C,0.213113695297
Ammonium ferrocyanide trihydrate,Ammonium hexacyanoferrate(II) trihydrate,(NH4)4Fe(CN)6+3H2O,14481-29-9*,338.149,yel cry,dec,,,,,Fe,0.16514905201
Ammonium ferrocyanide trihydrate,Ammonium hexacyanoferrate(II) trihydrate,(NH4)4Fe(CN)6+3H2O,14481-29-9*,338.149,yel cry,dec,,,,,H,0.0655766385643
Ammonium ferrocyanide trihydrate,Ammonium hexacyanoferrate(II) trihydrate,(NH4)4Fe(CN)6+3H2O,14481-29-9*,338.149,yel cry,dec,,,,,N,0.414216711753
Ammonium ferrocyanide trihydrate,Ammonium hexacyanoferrate(II) trihydrate,(NH4)4Fe(CN)6+3H2O,14481-29-9*,338.149,yel cry,dec,,,,,O,0.141943902376
Ammonium fluoride,,NH4F,12125-01-8,37.037,wh hex cry; hyg,238,,1.015,83.525,,F,0.512959294026
Ammonium fluoride,,NH4F,12125-01-8,37.037,wh hex cry; hyg,238,,1.015,83.525,,H,0.108858030936
Ammonium fluoride,,NH4F,12125-01-8,37.037,wh hex cry; hyg,238,,1.015,83.525,,N,0.378182675038
Ammonium fluorosulfonate,,NH4SO3F,13446-08-7,117.1,col needles,245,,,,,F,0.162240759576
Ammonium fluorosulfonate,,NH4SO3F,13446-08-7,117.1,col needles,245,,,,,H,0.0344300411957
Ammonium fluorosulfonate,,NH4SO3F,13446-08-7,117.1,col needles,245,,,,,N,0.119613086597
Ammonium fluorosulfonate,,NH4SO3F,13446-08-7,117.1,col needles,245,,,,,O,0.409890470495
Ammonium fluorosulfonate,,NH4SO3F,13446-08-7,117.1,col needles,245,,,,,S,0.273825642137
Ammonium formate,,NH4CHO2,540-69-2,63.057,hyg cry,116,,1.27,14320.0,,C,0.190477021183
Ammonium formate,,NH4CHO2,540-69-2,63.057,hyg cry,116,,1.27,14320.0,,H,0.0799243211182
Ammonium formate,,NH4CHO2,540-69-2,63.057,hyg cry,116,,1.27,14320.0,,N,0.222131473819
Ammonium formate,,NH4CHO2,540-69-2,63.057,hyg cry,116,,1.27,14320.0,,O,0.50746718388
Ammonium heptafluorotantalate,,(NH4)2TaF7,12022-02-5,350.014,hyg cry,,,,,,F,0.379953275784
Ammonium heptafluorotantalate,,(NH4)2TaF7,12022-02-5,350.014,hyg cry,,,,,,H,0.0230377319166
Ammonium heptafluorotantalate,,(NH4)2TaF7,12022-02-5,350.014,hyg cry,,,,,,N,0.080035170654
Ammonium heptafluorotantalate,,(NH4)2TaF7,12022-02-5,350.014,hyg cry,,,,,,Ta,0.516973821645
Ammonium hexabromoosmate(IV),,(NH4)2OsBr6,24598-62-7,705.73,small blk cubes,,,,,,Br,0.679329736608
Ammonium hexabromoosmate(IV),,(NH4)2OsBr6,24598-62-7,705.73,small blk cubes,,,,,,H,0.0114257711707
Ammonium hexabromoosmate(IV),,(NH4)2OsBr6,24598-62-7,705.73,small blk cubes,,,,,,N,0.0396941655893
Ammonium hexabromoosmate(IV),,(NH4)2OsBr6,24598-62-7,705.73,small blk cubes,,,,,,Os,0.269550326632
Ammonium hexabromoplatinate(IV),,(NH4)2PtBr6,17363-02-9,710.585,powder,145 dec,,,0.592,,Br,0.67468924052
Ammonium hexabromoplatinate(IV),,(NH4)2PtBr6,17363-02-9,710.585,powder,145 dec,,,0.592,,H,0.0113477218177
Ammonium hexabromoplatinate(IV),,(NH4)2PtBr6,17363-02-9,710.585,powder,145 dec,,,0.592,,N,0.0394230150564
Ammonium hexabromoplatinate(IV),,(NH4)2PtBr6,17363-02-9,710.585,powder,145 dec,,,0.592,,Pt,0.274540022606
Ammonium hexachloroiridate(IV),,(NH4)2IrCl6,16940-92-4,441.012,blk cry powder,dec,,2.856,1.0925,,Cl,0.482340704079
Ammonium hexachloroiridate(IV),,(NH4)2IrCl6,16940-92-4,441.012,blk cry powder,dec,,2.856,1.0925,,H,0.0182841316398
Ammonium hexachloroiridate(IV),,(NH4)2IrCl6,16940-92-4,441.012,blk cry powder,dec,,2.856,1.0925,,Ir,0.435854432234
Ammonium hexachloroiridate(IV),,(NH4)2IrCl6,16940-92-4,441.012,blk cry powder,dec,,2.856,1.0925,,N,0.0635207320473
Ammonium hexachloroiridate(III),,(NH4)3IrCl6,15752-05-3,459.05,grn pow,,,,,,Cl,0.463387046973
Ammonium hexachloroiridate(III),,(NH4)3IrCl6,15752-05-3,459.05,grn pow,,,,,,H,0.0263484805306
Ammonium hexachloroiridate(III),,(NH4)3IrCl6,15752-05-3,459.05,grn pow,,,,,,Ir,0.418727460807
Ammonium hexachloroiridate(III),,(NH4)3IrCl6,15752-05-3,459.05,grn pow,,,,,,N,0.0915370116892
Ammonium hexachloroosmate(IV),Ammonium osmium chloride,(NH4)2OsCl6,12125-08-5,439.03,red cry or powder,,subl,2.93,,,Cl,0.484523748675
Ammonium hexachloroosmate(IV),Ammonium osmium chloride,(NH4)2OsCl6,12125-08-5,439.03,red cry or powder,,subl,2.93,,,H,0.018366884504
Ammonium hexachloroosmate(IV),Ammonium osmium chloride,(NH4)2OsCl6,12125-08-5,439.03,red cry or powder,,subl,2.93,,,N,0.0638082230047
Ammonium hexachloroosmate(IV),Ammonium osmium chloride,(NH4)2OsCl6,12125-08-5,439.03,red cry or powder,,subl,2.93,,,Os,0.433301143817
Ammonium hexachloropalladate(IV),,(NH4)2PdCl6,19168-23-1,355.22,red-brn hyg cry,dec,,2.418,,,Cl,0.598843089136
Ammonium hexachloropalladate(IV),,(NH4)2PdCl6,19168-23-1,355.22,red-brn hyg cry,dec,,2.418,,,H,0.0227003978324
Ammonium hexachloropalladate(IV),,(NH4)2PdCl6,19168-23-1,355.22,red-brn hyg cry,dec,,2.418,,,N,0.0788632414427
Ammonium hexachloropalladate(IV),,(NH4)2PdCl6,19168-23-1,355.22,red-brn hyg cry,dec,,2.418,,,Pd,0.299593271589
Ammonium hexachloroplatinate(IV),Ammonium platinic chloride,(NH4)2PtCl6,16919-58-7,443.879,red-oran cub cry,380 dec,,3.065,0.52,,Cl,0.479225280624
Ammonium hexachloroplatinate(IV),Ammonium platinic chloride,(NH4)2PtCl6,16919-58-7,443.879,red-oran cub cry,380 dec,,3.065,0.52,,H,0.0181660350079
Ammonium hexachloroplatinate(IV),Ammonium platinic chloride,(NH4)2PtCl6,16919-58-7,443.879,red-oran cub cry,380 dec,,3.065,0.52,,N,0.0631104536345
Ammonium hexachloroplatinate(IV),Ammonium platinic chloride,(NH4)2PtCl6,16919-58-7,443.879,red-oran cub cry,380 dec,,3.065,0.52,,Pt,0.439498230734
Ammonium hexachlororuthenate(IV),Ammonium ruthenium chloride,(NH4)2RuCl6,18746-63-9,349.87,red cry,,,,,,Cl,0.608000367685
Ammonium hexachlororuthenate(IV),Ammonium ruthenium chloride,(NH4)2RuCl6,18746-63-9,349.87,red cry,,,,,,H,0.0230475235985
Ammonium hexachlororuthenate(IV),Ammonium ruthenium chloride,(NH4)2RuCl6,18746-63-9,349.87,red cry,,,,,,N,0.0800691878454
Ammonium hexachlororuthenate(IV),Ammonium ruthenium chloride,(NH4)2RuCl6,18746-63-9,349.87,red cry,,,,,,Ru,0.288882920871
Ammonium hexafluoroaluminate,Ammonium aluminum fluoride,(NH4)3AlF6,7784-19-2,195.087,cub cry,,,1.78,,,Al,0.138304919757
Ammonium hexafluoroaluminate,Ammonium aluminum fluoride,(NH4)3AlF6,7784-19-2,195.087,cub cry,,,1.78,,,F,0.58430455039
Ammonium hexafluoroaluminate,Ammonium aluminum fluoride,(NH4)3AlF6,7784-19-2,195.087,cub cry,,,1.78,,,H,0.0619993082913
Ammonium hexafluoroaluminate,Ammonium aluminum fluoride,(NH4)3AlF6,7784-19-2,195.087,cub cry,,,1.78,,,N,0.215391221562
Ammonium hexafluorogallate,,(NH4)3GaF6,14639-94-2,237.828,col cub cry,>200 dec,,2.1,,,F,0.479296113774
Ammonium hexafluorogallate,,(NH4)3GaF6,14639-94-2,237.828,col cub cry,>200 dec,,2.1,,,Ga,0.293164663971
Ammonium hexafluorogallate,,(NH4)3GaF6,14639-94-2,237.828,col cub cry,>200 dec,,2.1,,,H,0.0508570872858
Ammonium hexafluorogallate,,(NH4)3GaF6,14639-94-2,237.828,col cub cry,>200 dec,,2.1,,,N,0.17668213497
Ammonium hexafluorogermanate,,(NH4)2GeF6,16962-47-3,222.71,wh cry,380,subl,2.564,,,F,0.5118395272
Ammonium hexafluorogermanate,,(NH4)2GeF6,16962-47-3,222.71,wh cry,380,subl,2.564,,,Ge,0.326167966718
Ammonium hexafluorogermanate,,(NH4)2GeF6,16962-47-3,222.71,wh cry,380,subl,2.564,,,H,0.0362067996006
Ammonium hexafluorogermanate,,(NH4)2GeF6,16962-47-3,222.71,wh cry,380,subl,2.564,,,N,0.125785706482
Ammonium hexafluorophosphate,,NH4PF6,16941-11-0,163.003,wh cub cry,58 dec,,2.18,,,F,0.699316393654
Ammonium hexafluorophosphate,,NH4PF6,16941-11-0,163.003,wh cub cry,58 dec,,2.18,,,H,0.0247343231393
Ammonium hexafluorophosphate,,NH4PF6,16941-11-0,163.003,wh cub cry,58 dec,,2.18,,,N,0.0859292824759
Ammonium hexafluorophosphate,,NH4PF6,16941-11-0,163.003,wh cub cry,58 dec,,2.18,,,P,0.190020000731
