Name,Synonym,Formula,CAS,MW,form,Melting point,Boiling point,density,Solubility in 100 mL of water,Target,mass_frac
Antimony(III) fluoride,Antimony trifluoride,SbF3,7783-56-4,178.755,wh orth cry; hyg,287,376,4.38,49225.0,F,0.318845026825
Antimony(III) fluoride,Antimony trifluoride,SbF3,7783-56-4,178.755,wh orth cry; hyg,287,376,4.38,49225.0,Sb,0.681154973175
Antimony(III) iodide,Antimony triiodide,SbI3,7790-44-5,502.473,red rhomb cry,171,400,4.92,,I,0.757678719756
Antimony(III) iodide,Antimony triiodide,SbI3,7790-44-5,502.473,red rhomb cry,171,400,4.92,,Sb,0.242321280244
"Antimony(III,V) oxide",Cervantite,Sb2O4,1332-81-6,307.518,yel orth cry,,,6.64,,O,0.208110365065
"Antimony(III,V) oxide",Cervantite,Sb2O4,1332-81-6,307.518,yel orth cry,,,6.64,,Sb,0.791889634935
Antimony(V) oxide,Antimony pentoxide,Sb2O5,1314-60-9,323.517,yel powder; cub,dec,,3.78,0.32,O,0.247272940835
Antimony(V) oxide,Antimony pentoxide,Sb2O5,1314-60-9,323.517,yel powder; cub,dec,,3.78,0.32,Sb,0.752727059165
Antimony(III) oxide (senarmontite),Senarmontite,Sb2O3,1309-64-4,291.518,col cub cry,570 trans,1425,5.58,,O,0.164649068223
Antimony(III) oxide (senarmontite),Senarmontite,Sb2O3,1309-64-4,291.518,col cub cry,570 trans,1425,5.58,,Sb,0.835350931777
Antimony(III) sulfate,Antimonous sulfate,Sb2(SO4)3,7446-32-4,531.708,wh cry powder; hyg,dec,,3.62,,O,0.361087048187
Antimony(III) sulfate,Antimonous sulfate,Sb2(SO4)3,7446-32-4,531.708,wh cry powder; hyg,dec,,3.62,,S,0.180917037516
Antimony(III) sulfate,Antimonous sulfate,Sb2(SO4)3,7446-32-4,531.708,wh cry powder; hyg,dec,,3.62,,Sb,0.457995914297
Antimony(III) sulfide,Antimony trisulfide,Sb2S3,1345-04-6,339.715,gray-blk orth cry,550,,4.562,,S,0.283163828503
Antimony(III) sulfide,Antimony trisulfide,Sb2S3,1345-04-6,339.715,gray-blk orth cry,550,,4.562,,Sb,0.716836171497
Antimony(V) sulfide,Antimony pentasulfide,Sb2S5,1315-04-4,403.845,oran-yel powder,75 dec,,4.12,,S,0.396996372371
Antimony(V) sulfide,Antimony pentasulfide,Sb2S5,1315-04-4,403.845,oran-yel powder,75 dec,,4.12,,Sb,0.603003627629
Arsenic (gray),(α)-Arsenic,As,7440-38-2,74.922,gray metal; rhomb,817 tp (3.70 MPa),616 sp,5.75,,As,1.0
Arsenic(III) iodide,Arsenic triiodide,AsI3,7784-45-4,455.635,red hex cry,141,424,4.73,,As,0.164433369596
Arsenic(III) iodide,Arsenic triiodide,AsI3,7784-45-4,455.635,red hex cry,141,424,4.73,,I,0.835566630404
Arsenic(V) oxide,Arsenic pentoxide,As2O5,1303-28-2,229.84,wh amorp powder,315,,4.32,65.82,As,0.651945134054
Arsenic(V) oxide,Arsenic pentoxide,As2O5,1303-28-2,229.84,wh amorp powder,315,,4.32,65.82,O,0.348054865946
Arsenic(III) oxide (arsenolite),Arsenic trioxide,As2O3,1327-53-3,197.841,wh cub cry,274,460,3.86,2.0525,As,0.757390515837
Arsenic(III) oxide (arsenolite),Arsenic trioxide,As2O3,1327-53-3,197.841,wh cub cry,274,460,3.86,2.0525,O,0.242609484163
Arsenic sulfide,Realgar,As4S4,12279-90-2,427.946,red monocl cry,320,565,3.5,,As,0.700289568974
Arsenic sulfide,Realgar,As4S4,12279-90-2,427.946,red monocl cry,320,565,3.5,,S,0.299710431026
Arsenic(III) sulfide,Orpiment,As2S3,1303-33-9,246.038,yel-oran monocl cry,312,707,3.46,,As,0.609024127148
Arsenic(III) sulfide,Orpiment,As2S3,1303-33-9,246.038,yel-oran monocl cry,312,707,3.46,,S,0.390975872852
Arsenic (yellow),,As,7440-38-2,74.922,soft yel cub cry,trans gray As 358,,1.97,,As,1.0
Barium,,Ba,7440-39-3,137.327,silv-yel metal; cub,727,1897,3.62,,Ba,1.0
Barium acetate,,Ba(C2H3O2)2,543-80-6,255.416,wh powder,,,2.47,79.225,Ba,0.537662151767
Barium acetate,,Ba(C2H3O2)2,543-80-6,255.416,wh powder,,,2.47,79.225,C,0.18809698912
Barium acetate,,Ba(C2H3O2)2,543-80-6,255.416,wh powder,,,2.47,79.225,H,0.0236776972883
Barium acetate,,Ba(C2H3O2)2,543-80-6,255.416,wh powder,,,2.47,79.225,O,0.250563161825
Barium azide,,Ba(N3)2,18810-58-7,221.367,monocl cry; exp,≈120 dec,,2.936,17.32,Ba,0.620358390945
Barium azide,,Ba(N3)2,18810-58-7,221.367,monocl cry; exp,≈120 dec,,2.936,17.32,N,0.379641609055
Barium carbide,,BaC2,50813-65-5,161.348,gray tetr cry,dec,,3.74,,Ba,0.851120928376
Barium carbide,,BaC2,50813-65-5,161.348,gray tetr cry,dec,,3.74,,C,0.148879071624
Barium carbonate,Witherite,BaCO3,513-77-9,197.336,wh orth cry,1380 dec; 1555 (high pres.),,4.308,0.00142,Ba,0.695904799887
Barium carbonate,Witherite,BaCO3,513-77-9,197.336,wh orth cry,1380 dec; 1555 (high pres.),,4.308,0.00142,C,0.0608642421374
Barium carbonate,Witherite,BaCO3,513-77-9,197.336,wh orth cry,1380 dec; 1555 (high pres.),,4.308,0.00142,O,0.243230957976
Barium fluoride,,BaF2,7787-32-8,175.324,wh cub cry,1368,2260,4.893,0.16125,Ba,0.783276400506
Barium fluoride,,BaF2,7787-32-8,175.324,wh cub cry,1368,2260,4.893,0.16125,F,0.216723599494
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,Ba,0.60400186698
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,C,0.105652715398
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,H,0.00886639396191
Barium formate,,Ba(CHO2)2,541-43-5,227.362,cry,,,3.21,,O,0.28147902366
Barium hexaboride,Barium boride,BaB6,12046-08-1,202.193,blk cub cry,2070,,4.36,,B,0.320812293205
Barium hexaboride,Barium boride,BaB6,12046-08-1,202.193,blk cub cry,2070,,4.36,,Ba,0.679187706795
Barium hydride,,BaH2,13477-09-3,139.343,gray orth cry,1200,,4.16,,Ba,0.985532952957
Barium hydride,,BaH2,13477-09-3,139.343,gray orth cry,1200,,4.16,,H,0.0144670470425
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,Ba,0.588612475629
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,H,0.00432024335116
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,O,0.274307206669
Barium hydrogen phosphate,"Barium phosphate, dibasic",BaHPO4,10048-98-3,233.306,wh cry powder,400 dec,,4.16,0.0152,P,0.132760074351
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,Ba,0.28190901881
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,I,0.52102666803
Barium iodate,,Ba(IO3)2,10567-69-8,487.132,wh cry powder,476 dec,,5.23,0.039625,O,0.19706431316
Barium iodide,,BaI2,13718-50-8,391.136,wh orth cry,711,,5.15,22125.0,Ba,0.351097881724
Barium iodide,,BaI2,13718-50-8,391.136,wh orth cry,711,,5.15,22125.0,I,0.648902118276
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,Ba,0.535883799997
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,Mn,0.214381791775
Barium manganate(VI),Manganese green,BaMnO4,7787-35-1,256.263,grn-gray hyg cry,,,4.85,0.000412,O,0.249734408228
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,Ba,0.327642931118
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,Nb,0.443323143486
Barium niobate,,Ba(NbO3)2,12009-14-2,419.136,yel orth cry,1455,,5.44,,O,0.229033925396
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,Ba,0.525478998748
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,N,0.107192710709
Barium nitrate,Nitrobarite,Ba(NO3)2,10022-31-8,261.336,wh cub cry,590,,3.24,10.325,O,0.367328290543
Barium nitride,,Ba3N2,12047-79-9,439.994,yel-brn cry,>500 dec,,4.78,,Ba,0.936332371503
Barium nitride,,Ba3N2,12047-79-9,439.994,yel-brn cry,>500 dec,,4.78,,N,0.0636676284971
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,Ba,0.598797408192
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,N,0.122148967899
Barium nitrite,,Ba(NO2)2,13465-94-6,229.338,col hex cry,267,,3.234,79.525,O,0.279053623909
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,Ba,0.609405092613
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,C,0.106597853967
Barium oxalate,,BaC2O4,516-02-9,225.346,wh powder,400 dec,,2.658,0.0075,O,0.28399705342
Barium oxide,Barium monoxide,BaO,1304-28-5,153.326,wh-yel powder; cub and hex,1973,,5.72(cub),1.52,Ba,0.895651368584
Barium oxide,Barium monoxide,BaO,1304-28-5,153.326,wh-yel powder; cub and hex,1973,,5.72(cub),1.52,O,0.104348631416
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.2,31225.0,Ba,0.408433914823
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.2,31225.0,Cl,0.2108865348
Barium perchlorate,,Ba(ClO4)2,13465-95-7,336.228,col hex cry,505,,3.2,31225.0,O,0.380679550377
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,Ba,0.366011796056
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,Mn,0.292848056424
Barium permanganate,,Ba(MnO4)2,7787-36-2,375.198,brn-viol cry,200 dec,,3.77,62.52,O,0.34114014752
Barium peroxide,,BaO2,1304-29-6,169.326,gray-wh tetr cry,450 dec,,4.96,0.0912,Ba,0.811022301386
Barium peroxide,,BaO2,1304-29-6,169.326,gray-wh tetr cry,450 dec,,4.96,0.0912,O,0.188977698614
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,Ba,0.61225064285
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,O,0.249657753197
Barium pyrophosphate,Barium diphosphate,Ba2P2O7,13466-21-2,448.597,wh powder,1430,,3.9,0.00882,P,0.138091603953
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,Ba,0.489955566592
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,O,0.228330775219
Barium selenate,,BaSeO4,7787-41-9,280.29,wh rhomb cry,dec,,4.75,0.0152,Se,0.281713658189
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,Ba,0.451681252697
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,O,0.157870536043
Barium stannate,,BaSnO3,12009-18-6,304.035,cub cry,,,7.24,,Sn,0.39044821126
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,Ba,0.194993195749
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,C,0.613951895421
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,H,0.100183510312
Barium stearate,,Ba(C18H35O2)2,6865-35-6,704.266,wh powder,160,,1.145,,O,0.0908713985178
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,Ba,0.588402396679
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,O,0.274209304956
Barium sulfate,Barite,BaSO4,7727-43-7,233.39,wh orth cry,1580,,4.49,0.000312,S,0.137388298365
Barium sulfide,,BaS,21109-95-5,169.392,col cub cry or gray powder,2227,,4.3,8.9425,Ba,0.810705346179
Barium sulfide,,BaS,21109-95-5,169.392,col cub cry or gray powder,2227,,4.3,8.9425,S,0.189294653821
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,Ba,0.631707409074
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,O,0.220792841628
Barium sulfite,,BaSO3,7787-39-5,217.39,wh monocl cry,dec,,4.44,0.001125,S,0.147499749299
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,Ba,0.481177230559
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,C,0.168336171709
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,H,0.0141268003457
Barium tartrate,,BaC4H4O6,5908-81-6,285.398,wh cry,,,2.98,,O,0.336359797386
Berkelium (α form),,Bk,7440-40-6,247.0,hex cry,trans to β 930,,14.78,,Bk,1.0
Beryllium,Glucinium,Be,7440-41-7,9.012,hex cry,1287,2471,1.85,,Be,1.0
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,Be,0.0887217359985
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,C,0.35472324723
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,H,0.044652653444
Beryllium basic acetate,,Be4O(C2H3O2)6,1332-52-1,406.312,wh cry,285,330,1.25,,O,0.511902363327
Beryllium carbide,,Be2C,506-66-1,30.035,red cub cry,2127,,1.9,,Be,0.600110723919
Beryllium carbide,,Be2C,506-66-1,30.035,red cub cry,2127,,1.9,,C,0.399889276081
Beryllium fluoride,,BeF2,7787-49-7,47.009,tetr cry or gl; hyg,552,1283,2.1,,Be,0.19171188972
Beryllium fluoride,,BeF2,7787-49-7,47.009,tetr cry or gl; hyg,552,1283,2.1,,F,0.80828811028
Beryllium hydride,,BeH2,7787-52-2,11.028,wh amorp solid,250 dec,,0.65,,Be,0.817204509732
Beryllium hydride,,BeH2,7787-52-2,11.028,wh amorp solid,250 dec,,0.65,,H,0.182795490268
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,Be,0.209454781992
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,H,0.0468516621082
Beryllium hydroxide (α),,Be(OH)2,13327-32-7,43.027,wh powder or cry,≈200 dec,,1.92,,O,0.7436935559
Beryllium iodide,,BeI2,7787-53-3,262.821,hyg needles,480,590,4.32,,Be,0.0342901739838
Beryllium iodide,,BeI2,7787-53-3,262.821,hyg needles,480,590,4.32,,I,0.965709826016
Beryllium nitride,,Be3N2,1304-54-7,55.05,gray refrac cry; cub,2200,,2.71,,Be,0.491127566229
Beryllium nitride,,Be3N2,1304-54-7,55.05,gray refrac cry; cub,2200,,2.71,,N,0.508872433771
Beryllium oxide,Beryllia,BeO,1304-56-9,25.011,wh hex cry,2578,,3.01,,Be,0.360320350788
Beryllium oxide,Beryllia,BeO,1304-56-9,25.011,wh hex cry,2578,,3.01,,O,0.639679649212
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,Be,0.0434892221243
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,C,0.579588827843
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,H,0.0680948711058
"Beryllium 2,4-pentanedioate",Beryllium acetylacetonate,Be(CH3COCHCOCH3)2,10210-64-7,207.228,monocl cry powder,108,270,1.168,,O,0.308827078927
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,Be,0.0857692191072
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,O,0.609067168943
Beryllium sulfate,,BeSO4,13510-49-1,105.075,col tetr cry; hyg,1127,,2.5,41.325,S,0.30516361195
Beryllium sulfide,,BeS,13598-22-6,41.077,col cub cry,dec,,2.36,,Be,0.219396306202
Beryllium sulfide,,BeS,13598-22-6,41.077,col cub cry,dec,,2.36,,S,0.780603693798
Bismuth,,Bi,7440-69-9,208.98,gray-wh soft metal,271.406,1564,9.79,,Bi,1.0
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,Bi,0.819581601609
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,C,0.0235518468298
Bismuth basic carbonate,Bismuth subcarbonate,(BiO)2CO3,5892-10-4,509.969,wh powder,,,6.86,,O,0.156866551562
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,Bi,0.524970728253
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,C,0.181029395843
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,H,0.0126600149065
Bismuth citrate,,BiC6H5O7,813-93-4,398.08,wh powder,,,3.458,,O,0.281339860998
Boron triiodide,Triiodoborane,BI3,13517-10-7,391.524,wh needles,49.7,209.5,3.35,,B,0.0276125823164
Boron triiodide,Triiodoborane,BI3,13517-10-7,391.524,wh needles,49.7,209.5,3.35,,I,0.972387417684
Cadmium,,Cd,7440-43-9,112.411,silv-wh metal,321.069,767,8.69,,Cd,1.0
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,C,0.208429501485
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,Cd,0.487685328321
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,H,0.0262371591656
Cadmium acetate,,Cd(C2H3O2)2,543-90-8,230.5,col cry,255,,2.34,,O,0.277648011029
Cadmium azide,,Cd(N3)2,14215-29-3,196.451,yel-wh orth cry; exp,exp,,3.24,,Cd,0.572208263426
Cadmium azide,,Cd(N3)2,14215-29-3,196.451,yel-wh orth cry; exp,exp,,3.24,,N,0.427791736574
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,C,0.0696595926572
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,Cd,0.651960707552
Cadmium carbonate,Otavite,CdCO3,513-78-0,172.42,wh hex cry,500 dec,,5.026,,O,0.278379699791
Cadmium cyanide,,Cd(CN)2,542-83-6,164.445,wh cub cry,,,2.23,1.715,C,0.14607487695
Cadmium cyanide,,Cd(CN)2,542-83-6,164.445,wh cub cry,,,2.23,1.715,Cd,0.683574770532
Cadmium cyanide,,Cd(CN)2,542-83-6,164.445,wh cub cry,,,2.23,1.715,N,0.170350352517
Cadmium fluoride,Cadmium difluoride,CdF2,7790-79-6,150.408,cub cry,1075,1750,6.33,4.3625,Cd,0.747374771899
Cadmium fluoride,Cadmium difluoride,CdF2,7790-79-6,150.408,cub cry,1075,1750,6.33,4.3625,F,0.252625228101
Cadmium hydroxide,,Cd(OH)2,21041-95-2,146.426,wh trig or hex cry,130 dec,,4.79,0.000152,Cd,0.767700037316
Cadmium hydroxide,,Cd(OH)2,21041-95-2,146.426,wh trig or hex cry,130 dec,,4.79,0.000152,H,0.0137672572188
Cadmium hydroxide,,Cd(OH)2,21041-95-2,146.426,wh trig or hex cry,130 dec,,4.79,0.000152,O,0.218532705465
Cadmium iodate,,Cd(IO3)2,7790-81-0,462.216,wh powder,,,6.48,0.09125,Cd,0.243199969953
Cadmium iodate,,Cd(IO3)2,7790-81-0,462.216,wh powder,,,6.48,0.09125,I,0.549112867797
Cadmium iodate,,Cd(IO3)2,7790-81-0,462.216,wh powder,,,6.48,0.09125,O,0.20768716225
Cadmium iodide,Cadmium diiodide,CdI2,7790-80-9,366.22,col hex flakes,388,744,5.64,86.225,Cd,0.306949424982
Cadmium iodide,Cadmium diiodide,CdI2,7790-80-9,366.22,col hex flakes,388,744,5.64,86.225,I,0.693050575018
Cadmium niobate,,Cd2Nb2O7,12187-14-3,522.631,cub cry,≈1410,,6.28,,Cd,0.430173849765
Cadmium niobate,,Cd2Nb2O7,12187-14-3,522.631,cub cry,≈1410,,6.28,,Nb,0.355533667989
Cadmium niobate,,Cd2Nb2O7,12187-14-3,522.631,cub cry,≈1410,,6.28,,O,0.214292482246
Cadmium nitrate,,Cd(NO3)2,10325-94-7,236.42,wh cub cry; hyg,360,,3.6,15625.0,Cd,0.475470009407
Cadmium nitrate,,Cd(NO3)2,10325-94-7,236.42,wh cub cry; hyg,360,,3.6,15625.0,N,0.118489574521
Cadmium nitrate,,Cd(NO3)2,10325-94-7,236.42,wh cub cry; hyg,360,,3.6,15625.0,O,0.406040416072
Cadmium oxalate,,CdC2O4,814-88-0,200.43,wh solid,,,3.32,0.006025,C,0.119849323953
Cadmium oxalate,,CdC2O4,814-88-0,200.43,wh solid,,,3.32,0.006025,Cd,0.560849174275
Cadmium oxalate,,CdC2O4,814-88-0,200.43,wh solid,,,3.32,0.006025,O,0.319301501771
Cadmium oxide,,CdO,1306-19-0,128.41,brn cub cry,,1559 sp,8.15,,Cd,0.875404172871
Cadmium oxide,,CdO,1306-19-0,128.41,brn cub cry,,1559 sp,8.15,,O,0.124595827129
Cadmium phosphide,,Cd3P2,12014-28-7,399.181,grn tetr needles,700,,5.96,,Cd,0.844813260479
Cadmium phosphide,,Cd3P2,12014-28-7,399.181,grn tetr needles,700,,5.96,,P,0.155186739521
Cadmium stearate,,Cd(C18H35O2)2,2223-93-0,679.35,wh cry pow,134,,1.21,,C,0.636469352451
Cadmium stearate,,Cd(C18H35O2)2,2223-93-0,679.35,wh cry pow,134,,1.21,,Cd,0.165468559928
Cadmium stearate,,Cd(C18H35O2)2,2223-93-0,679.35,wh cry pow,134,,1.21,,H,0.103857866406
Cadmium stearate,,Cd(C18H35O2)2,2223-93-0,679.35,wh cry pow,134,,1.21,,O,0.0942042212139
Cadmium sulfate,,CdSO4,10124-36-4,208.474,col orth cry,1000,,4.69,76.725,Cd,0.539209760852
Cadmium sulfate,,CdSO4,10124-36-4,208.474,col orth cry,1000,,4.69,76.725,O,0.306981795297
Cadmium sulfate,,CdSO4,10124-36-4,208.474,col orth cry,1000,,4.69,76.725,S,0.153808443851
Cadmium sulfide,Greenockite,CdS,1306-23-6,144.476,yel-oran hex cry,≈1480,,4.826,,Cd,0.77806002381
Cadmium sulfide,Greenockite,CdS,1306-23-6,144.476,yel-oran hex cry,≈1480,,4.826,,S,0.22193997619
Calcium,,Ca,7440-70-2,40.078,silv-wh metal,842,1484,1.54,,Ca,1.0
Calcium acetate,,Ca(C2H3O2)2,62-54-4,158.167,wh hyg cry,160 dec,,1.5,,C,0.303749148679
Calcium acetate,,Ca(C2H3O2)2,62-54-4,158.167,wh hyg cry,160 dec,,1.5,,Ca,0.253391941785
Calcium acetate,,Ca(C2H3O2)2,62-54-4,158.167,wh hyg cry,160 dec,,1.5,,H,0.0382360208298
Calcium acetate,,Ca(C2H3O2)2,62-54-4,158.167,wh hyg cry,160 dec,,1.5,,O,0.404622888706
Calcium boride,,CaB6,12007-99-7,104.944,refrac solid,2235,,2.49,,B,0.618101082482
Calcium boride,,CaB6,12007-99-7,104.944,refrac solid,2235,,2.49,,Ca,0.381898917518
Calcium carbide,Acetylenogen,CaC2,75-20-7,64.099,gray-blk orth cry,2300,,2.22,,C,0.374752337775
Calcium carbide,Acetylenogen,CaC2,75-20-7,64.099,gray-blk orth cry,2300,,2.22,,Ca,0.625247662225
Calcium carbonate (aragonite),Aragonite,CaCO3,471-34-1,100.087,wh orth cry or powder,825 dec,,2.93,0.000662,C,0.120002717638
Calcium carbonate (aragonite),Aragonite,CaCO3,471-34-1,100.087,wh orth cry or powder,825 dec,,2.93,0.000662,Ca,0.400432024571
Calcium carbonate (aragonite),Aragonite,CaCO3,471-34-1,100.087,wh orth cry or powder,825 dec,,2.93,0.000662,O,0.479565257791
Calcium chlorite,,Ca(ClO2)2,14674-72-7,174.982,wh cub cry,,,2.71,,Ca,0.229041224906
Calcium chlorite,,Ca(ClO2)2,14674-72-7,174.982,wh cub cry,,,2.71,,Cl,0.405219748819
Calcium chlorite,,Ca(ClO2)2,14674-72-7,174.982,wh cub cry,,,2.71,,O,0.365739026275
Calcium cyanamide,Calcium carbimide,CaCN2,156-62-7,80.102,col hex cry,≈1340,subl,2.29,,C,0.14994238603
Calcium cyanamide,Calcium carbimide,CaCN2,156-62-7,80.102,col hex cry,≈1340,subl,2.29,,Ca,0.500336445611
Calcium cyanamide,Calcium carbimide,CaCN2,156-62-7,80.102,col hex cry,≈1340,subl,2.29,,N,0.349721168359
Calcium fluoride,Fluorite,CaF2,7789-75-5,78.075,wh cub cry or powder,1418,2500,3.18,0.001625,Ca,0.513328202118
Calcium fluoride,Fluorite,CaF2,7789-75-5,78.075,wh cub cry or powder,1418,2500,3.18,0.001625,F,0.486671797882
Calcium fluorophosphate,Fluroapatite,Ca5(PO4)3F,12015-73-5,504.302,col hex cry,1650,,3.201,,Ca,0.397360719591
Calcium fluorophosphate,Fluroapatite,Ca5(PO4)3F,12015-73-5,504.302,col hex cry,1650,,3.201,,F,0.0376726341965
Calcium fluorophosphate,Fluroapatite,Ca5(PO4)3F,12015-73-5,504.302,col hex cry,1650,,3.201,,O,0.380709602097
Calcium fluorophosphate,Fluroapatite,Ca5(PO4)3F,12015-73-5,504.302,col hex cry,1650,,3.201,,P,0.184257044115
Calcium formate,,Ca(CHO2)2,544-17-2,130.113,orth cry,300 dec,,2.02,16.62,C,0.1846196933
Calcium formate,,Ca(CHO2)2,544-17-2,130.113,orth cry,300 dec,,2.02,16.62,Ca,0.308024847348
Calcium formate,,Ca(CHO2)2,544-17-2,130.113,orth cry,300 dec,,2.02,16.62,H,0.0154933162651
Calcium formate,,Ca(CHO2)2,544-17-2,130.113,orth cry,300 dec,,2.02,16.62,O,0.491862143087
Calcium hydride,,CaH2,7789-78-8,42.094,gray orth cry or powder,1000,,1.7,,Ca,0.952109902912
Calcium hydride,,CaH2,7789-78-8,42.094,gray orth cry or powder,1000,,1.7,,H,0.0478900970877
Calcium hydrogen phosphate,"Calcium phosphate, dibasic",CaHPO4,7757-93-9,136.057,wh tricl cry,dec,,2.92,0.0225,Ca,0.294567064104
Calcium hydrogen phosphate,"Calcium phosphate, dibasic",CaHPO4,7757-93-9,136.057,wh tricl cry,dec,,2.92,0.0225,H,0.00740820217058
Calcium hydrogen phosphate,"Calcium phosphate, dibasic",CaHPO4,7757-93-9,136.057,wh tricl cry,dec,,2.92,0.0225,O,0.470372402357
